temperature_c,humidity_pct,wind_speed_ms,vegetation_density,drought_index,slope_deg,precipitation_mm,human_activity_score,wildfire
44.21947520329773,57.647794856304536,25.597708541993114,0.35954284839718675,60.28857058098986,30.55010749268554,0.675353127106037,0.35037446219567736,1
18.667863652945442,8.086350351377362,21.95834606533045,0.5939454978483519,35.94074648430829,39.53342394886829,0.08431144378707997,0.35745478149996046,1
41.06241685878312,58.80060794821236,28.500432228951162,0.2840086693725619,30.746756710768754,37.9186831108654,1.2929131830327059,0.2631792565010801,1
27.61752926897,40.418175549230305,2.732905935754303,0.24001798447602382,1.9881359759688966,35.88117477851014,6.162293160032595,0.11706408143161384,0
27.575879323282518,40.83410550483195,19.38179435867471,0.5359160545788828,71.51527118152595,12.309021748355885,0.1810353862363233,0.20402486294843358,1
36.323343321635306,35.806864680580745,16.046696734106927,0.30091905126469654,62.42064185895342,19.06630673743344,1.0394431845898697,0.8812725501371577,1
28.782284288088796,59.57655176084475,25.378803407987554,0.9577731463042812,53.83620676143844,9.704294169009065,3.312995834432517,0.956932222736178,1
29.317541345131453,16.21677887825501,13.817744496275044,0.16981272688917448,70.22015596353354,31.273800279068,9.04960342039362,0.986358696164789,1
32.84658433563622,35.85997693475505,16.27677122292799,0.709104582487085,44.9451324176396,24.23965118227745,1.7842124179391274,0.5311134565546077,1
39.85517976644757,26.48991043720237,3.413081547207504,0.6085618317098165,78.64663874896743,15.484309576741222,1.434120826650064,0.22863311644667295,1
48.61841788219836,24.621857841533423,4.7697932059384,0.4154514895643465,24.79525617236027,7.5224301019624775,0.33691548628473406,0.7701939973760566,1
30.981738812862805,62.47950028959682,21.91855587750472,0.44196166906943,85.48232521223848,30.203811389601412,9.12741149583754,0.8299089596102632,1
29.967803237156314,50.665081709430694,6.996376377070575,0.3476342867659633,93.53598830662092,29.62504251301681,1.705562956138831,0.7151563327368671,1
18.971229539198966,10.766025913143725,27.66406218820038,0.1248623673155386,99.45673417206565,12.63488732466252,3.776557804633311,0.06776965813657554,1
22.626460427128343,71.794057812469,11.249730490246971,0.35172836099444094,32.16692595856044,0.36223893299160537,3.1148734117996897,0.2820124037819426,1
48.51152241737711,26.500286712562954,28.593395052010816,0.471677598783525,31.212598006958704,30.203576435549998,8.868413907837958,0.2130465628503967,1
48.01727521415383,20.757581004667887,15.877558670509194,0.4852816706508245,53.010257050944944,18.996306427983473,3.496027020506103,0.2614311062904685,1
45.863849840477414,83.8340902691897,5.8666274305746455,0.23949991821198047,18.576821787219977,39.01465842113837,18.79156674000938,0.783285055575702,0
37.624369684118776,36.1093184192313,9.673816238541468,0.8137728153290897,31.682282650992867,42.69572266176391,1.572277508932115,0.7080037105820703,1
22.4838684245713,22.30669432333809,13.3416170169796,0.7935427836320893,74.89770683623588,6.131892035707688,1.4961846839450352,0.9047227970554608,1
37.28912048323937,91.73968257798867,19.97718643691698,0.7039446302015681,36.49723456113303,23.12952376014436,5.230686226328732,0.7496255480223054,1
19.87011881947162,52.31723626957422,3.964928853061812,0.8824895603899638,59.553111524408706,6.799614194967813,20.39819378161523,0.4519666894896204,0
31.05464246068769,37.173703473545515,19.234439942565054,0.24071452485510778,11.314739114612216,4.253228403713132,3.8591991724822345,0.34137898310407655,1
45.58521148047114,6.896763060035589,9.225028860887234,0.4554646745973445,89.69062098327669,17.296454875453378,6.651571512050784,0.554962092241651,1
24.045760705347575,75.62326237383287,16.71759828301407,0.28491512031816324,49.064342830066735,37.56083031365893,1.7484469439956758,0.26179972409416974,1
38.2697884216886,57.785083385362526,18.097851633416624,0.2846909766031378,53.020619923986125,43.215276672420984,4.1734668771879155,0.8850994378077803,1
45.19360176129358,23.024090976176666,26.08649150530413,0.9867460644298208,1.5116318245809834,28.463445942421473,3.1944201676820496,0.00810383798678005,1
20.20968220654766,46.405199531087035,14.717659434466361,0.9620785980444887,77.73675115995312,32.53183835835809,0.9626216904875934,0.9207802114846678,1
34.70324853556406,8.62709408062452,16.889112780046343,0.13401633193410223,86.60550719178353,38.41938930839888,7.090674009950258,0.39897896905349073,1
20.57043423346017,46.97165235260056,15.387972044825938,0.7784980530090618,14.106441564576444,11.173897180929774,6.443547161734431,0.3050029785335193,1
21.05132243038047,62.479766930971095,12.926349666415318,0.969501610082067,91.90449305728306,9.218160722539645,4.751280312527167,0.030383401271721344,0
18.640803634658088,78.50038805420326,18.26408097316934,0.36054791303159495,6.289430312796041,33.4058471705826,4.318243683666526,0.10002426095277062,0
22.10281575500585,46.9508512283514,20.303032386816795,0.25058076389354067,24.04729802890887,12.336873748345651,7.977454506889787,0.9732817122997228,1
30.931625385301075,11.714931949953568,18.94697394238331,0.9732011135223201,34.7375737727389,7.865514109119797,7.424359836967458,0.6318829848492277,1
42.81012206798759,29.256961786188963,19.148025627331176,0.6908351202970967,7.175640371541947,43.557244625628236,2.776441420555052,0.09876948521091222,1
49.67879383432736,61.54921030878297,13.806971149964024,0.2269613636770464,84.8251407375709,43.99789777276408,1.2233014519071383,0.32783760982466537,1
43.17560202031583,52.73541466448076,9.933650020374671,0.83820298360588,19.34667823935183,23.980904320024184,2.2326407284670817,0.988123258760973,1
28.209539200074786,50.8059112291321,18.41166252785437,0.30531098845828153,5.907116441175486,25.384835144398334,1.9679487071180037,0.16617120045162903,0
33.05080989676438,33.505864314418204,23.937887288607246,0.8762159764213778,85.85560098950273,39.59760210548379,7.287909788266871,0.9803024104083845,1
17.06146224802271,66.51534374798361,15.240113153902325,0.9714522302078796,38.0613944692089,36.96511478338024,1.5693095295395063,0.5374312266564348,1
39.888349017106,7.477343730193029,16.633172729404222,0.44451264921150413,91.1516128426342,16.008155716991595,6.087325824610268,0.3762781199261308,1
17.537773468917266,34.96487074183846,11.9853496624542,0.43083927897609997,12.893919779801244,7.692637993998138,1.2978764611038893,0.47248724661145514,0
45.89140536754579,79.21058539003994,10.34218279772398,0.7354700548336287,73.60003046181666,30.86365415807697,9.95635194451133,0.2332844407952014,1
40.41202364982955,90.6549003015349,25.90322431948502,0.2658381156434923,70.03322610429282,41.92818832825594,1.2726984608282947,0.8954440596208226,1
44.16781743546146,60.22664344701895,15.013392282700359,0.6387365424613101,57.467015958003174,21.98511508786419,14.560169070321864,0.42926975712222193,1
39.85807393403661,11.639795400210584,25.45703131834566,0.2604986964011344,86.15783305928625,21.720894300985798,8.238030592989103,0.5757775977337809,1
39.41004713714671,5.18595706526863,17.027737193240377,0.6580796798184173,23.83617715019877,13.516465490652571,6.996306453141057,0.01758901064230478,1
47.553598119286036,67.03999735780923,8.880028900195217,0.7889151659994358,65.32942633003015,39.42683038405587,3.0756333338384167,0.21428203358523767,1
45.8585462100049,44.938633600999765,23.62174893361647,0.8610794612723955,72.70664057156063,43.731354980402386,10.101787929049479,0.19404162306436235,1
18.324019415376032,67.85859803842615,10.102722015292887,0.22459677590305782,36.47623616091445,42.70138273837999,4.406441298942471,0.8486714994860862,0
30.977374603309084,41.881123964764015,9.07759024922383,0.5822147291327958,20.004850074273772,6.711998233967652,14.508280694949288,0.8148737934283341,1
32.245322214982544,54.47568246505226,0.28992476266778033,0.511169628231011,92.84857852510102,37.332929980319115,0.2211595532426991,0.21427432613204966,1
18.814072637754126,11.278924549121953,15.612379043527229,0.24551942435217888,99.69180316123331,38.84213266054793,1.8040857104830266,0.5082401855055733,1
20.38070613016124,21.131058773065067,1.4393985359734107,0.5833728369996072,70.06897124964452,38.82896413741684,1.547319271140291,0.4797433016009929,1
49.44994116572789,10.869450925453616,5.909878456251772,0.27130058120047185,54.91476673158584,18.15073009455122,4.693357018780936,0.30597579954878207,0
24.504605379918203,92.99723244948602,2.8618720645955573,0.858712417595692,71.63448522590203,38.0497201146386,3.420878779381065,0.6369607638371704,1
46.400316031852995,40.41946746665731,1.3921346798441336,0.6254384093946886,59.13099474441717,8.417005426709697,5.787639164793519,0.49651082662015134,1
20.748212593342966,74.19595401857538,6.511237549445866,0.29471963082910746,52.861783179400156,34.99360772374004,0.8063755559175291,0.8380751364394108,0
19.632540315848566,77.87992123172164,12.46569315261837,0.29414703324830554,2.1007999275819422,23.905651550953635,4.84151279825269,0.9199523262245226,0
