rainfall_mm,water_level_m,humidity_pct,soil_moisture_pct,elevation_m,river_distance_km,drainage_capacity,urbanization_pct,slope_deg,historical_floods,temperature_c,wind_speed_ms,flood
31.41347826329358,5.604612277000477,64.97691706103373,72.04985643414747,50.72356544156883,5.082552535329964,0.6484533678883483,35.4075235023754,9.89797217629125,8,42.44606719304572,10.136197893879237,1
98.9248187416891,4.993681443471049,82.2722740758816,25.683519625890483,35.07309614606993,3.074383629235501,0.13501312098678775,18.05951088877493,24.502152572555737,3,29.844903500027236,20.68334939150598,1
75.64601199874525,2.6423086875429007,69.38667464594332,39.46437402144032,304.0750156181137,16.690905151178235,0.651034306789061,20.74053412263836,29.831304495148718,5,25.231250194722897,2.320688560713202,1
39.82378314739344,9.109000051522319,35.83118081782575,66.37885413291454,483.22757963391365,1.2357626897680705,0.18070174608770462,25.357045895378352,25.22284613481137,7,23.38776926632574,13.045188731204977,1
47.72310600216722,7.149362407629433,42.99061657484888,50.977594284580796,253.84704793258837,4.431917427446913,0.7393098146668725,27.31053342102061,10.384287793028767,9,32.27067767242943,20.030303273675585,1
8.646628846699704,12.985514884860056,45.35297288216434,72.77853828396597,30.50003683995604,6.023365497213705,0.4510698819228376,30.592253782896247,21.33757180238587,1,28.60737189851097,21.344576628153124,1
40.335891075648554,0.4816437072308738,48.05049775513914,91.70267160394307,114.5032347583408,8.731000860476717,0.8539268424116668,31.714102461897024,16.0177034097322,0,44.83574077298359,9.908645280990871,0
92.6581532647353,9.658018913326895,69.57823743653529,19.90646845579179,126.17248867580648,2.6125601430553043,0.9482763207386176,48.73588936644055,23.595533516502257,6,31.067256780169178,18.5260255711673,1
32.06793648254855,11.444233177673416,65.27760458777755,70.31325589383518,172.23927892279025,5.8065131162951715,0.4753993073190481,53.31372122021351,4.592921839387252,0,24.86952796508486,24.142745793472443,1
52.29857816122478,11.392298537824605,44.221202685494625,29.579253228729733,26.58367487517525,1.8062948253839464,0.5144997659263716,36.254732690740255,19.144037779377115,3,34.07874135228843,15.548196481943663,1
8.794971433161246,13.291109506432877,34.7288390418981,45.230521829643386,452.92188674646854,2.8588627220291762,0.6311328229115652,87.12019569326189,23.21000320025204,4,16.311525409244286,20.28975009568731,1
122.91914332866868,10.935506142442412,42.000254313230265,12.793331692586886,260.20415263714017,11.298927573673922,0.2774194496722455,57.01687648381114,22.836940062199204,1,18.323595668537266,14.343738683879877,1
71.4281269869497,13.917150924715445,98.90669188330223,21.55212749487941,337.110742512284,14.96943082640033,0.9345995567455252,76.93553888283957,28.907790168113447,9,34.90988924191069,19.755315342057745,1
37.73335796663972,4.989848997313372,62.79828648540306,37.18106956915648,38.25055426302944,6.343754049394983,0.48969993385123545,88.56021575577168,1.752341423529602,3,18.700220285777462,23.517463190569185,1
14.841323066552143,7.548141251273146,90.71418532914788,39.06879344947872,31.78715656280645,2.344835958872764,0.2501383023244066,23.86648473894344,10.373381072768717,9,37.66233274394685,17.7865480977488,1
15.652578673427403,0.21119494924336013,89.41267266681903,86.46474339927813,295.30154716007087,8.575597675280251,0.7864586500769956,46.369331115828935,14.296607453743164,6,16.857247637163816,3.860716440294909,1
11.143709512007245,0.10436380954936819,65.80636902240116,73.05409728765378,444.211525199583,0.13103759124644113,0.2972362351995867,46.822884145741746,9.292905851762436,3,32.81668767591324,2.0480024597723743,0
34.701572531307846,3.6018993067727982,79.46813959223805,92.63555229589849,266.59859047497577,0.5420809559659746,0.22917634756466948,40.1301412872601,9.293685410174126,0,35.35446182178198,20.302163617172685,0
42.12565973619216,1.512107957086279,43.49264072888986,60.921078378495444,439.5204904221854,5.414291234748085,0.6065848679446064,10.756998656889396,5.283858200697791,9,38.387835529977494,6.459159057648748,0
51.50232051371498,3.903170519036304,78.18776934488358,30.545667227762028,406.4406801623435,1.7212520687060926,0.7043457297624317,79.35762916113808,24.388542090756232,3,41.57096890727776,21.88162832403059,0
57.005644220429005,2.655649417925961,49.06692054843027,37.85067754333964,42.54762396848577,15.119241081340004,0.6126064665984247,19.48254233208174,27.242071331536273,5,24.367086815096464,4.903895185343468,0
25.52567938817104,0.4278003725797236,88.24434677279055,37.186053479817204,104.96894982091649,2.8640425075398572,0.6908595840526269,94.6158508233495,2.469820787152516,4,36.574933662390535,22.77616754153812,0
56.29389351976695,13.639562196090742,35.860689317623695,37.75201785137639,330.56678123189454,2.8050259419321004,0.20397161107697,75.70147181245044,4.646967352748959,3,17.421888996415998,20.130386340674885,1
47.36919048431277,0.12334697083337287,84.11970710196942,67.20195471450432,224.5331843622706,5.667253449938902,0.5284162340956966,59.30085149655373,6.853589996155596,1,39.8938406803433,22.0315728148749,1
61.73162733962188,11.04123216505628,36.99558345980337,55.118673887685375,148.89640775522568,7.295799945416705,0.42131677967968717,23.141545508035783,15.269624515625074,9,41.70687074563963,5.817685138742082,1
64.82779893938108,2.2822183037927477,91.68324658260163,42.761055137364764,212.22375874374964,3.227109231080576,0.9760317546161097,53.808402568426,23.735160999029013,5,37.459732199106455,21.963341206584133,1
18.513610292874237,13.683444329994,51.29431626945026,22.67263034194091,225.373824903964,1.203998168847613,0.14466154076152068,32.194242972913756,2.143665742948506,5,23.43988335829877,14.688995361455815,1
20.69206319406429,13.391939093848286,75.80753553814023,11.881828850082401,455.72336415669025,7.4208292313038715,0.3684647827539308,31.447414586160907,19.104389569752858,5,16.87030620677141,2.100205871917588,1
58.741860606936534,9.80851719553886,64.12515950341958,28.60094759495387,56.211850433951746,1.9308959749113621,0.9476759746825498,80.50998619751125,4.480063688112593,3,27.64816955499503,23.27601352912269,1
7.25424614418692,10.083512247009077,55.64122016836373,19.13506933733791,143.46671966976942,0.9625308373632671,0.9851465648658966,42.35477603655195,29.14371203628796,7,23.11906849443519,4.866044452654012,0
38.522081929838606,0.08008712954532815,75.18092832284475,76.76282762244034,271.0945842084434,4.993475368626478,0.8424114469544202,48.311523288218346,26.963202925552253,0,30.905740038391123,5.3374696286819905,0
31.297576693630283,14.77307349170403,96.32660863858666,19.56232641418026,350.6520286821429,0.47404669467719757,0.16839841961476837,81.65200271131005,28.487485468372558,9,26.81583951860721,17.60077375296337,1
29.902427660969987,13.167489053637215,32.88888231622353,71.55940017108108,317.16545803482563,17.76347605710882,0.6052195255091863,17.46220318610162,3.184916327481242,7,19.079685591217924,14.576606688614987,0
104.37135468703008,13.42659338595138,94.3196999118173,42.78098863096702,471.11315518001027,5.0037622338838155,0.4601106934034205,60.54251751273921,14.641091485625758,7,40.10051762933952,22.57478590004048,1
92.57852507901434,9.888668055763079,72.63571585147095,16.237163128220956,398.82641778563925,21.306314334595978,0.8258073109258615,59.14833291670821,4.957397009951258,4,40.94000521553644,7.673854897601734,1
60.29515956140436,5.171803929818048,86.51200105383367,79.0820542016848,280.753036777343,2.069201084227597,0.14952181201419998,46.143238387667395,18.010666523494987,8,39.39435712933716,1.04303608880012,1
39.94190785506729,13.404729736357211,56.87124674039943,59.26859847011214,111.26793237838622,17.73779557949918,0.2774158764802319,80.5308445210479,6.982173379855922,8,21.31071065686837,24.87498387050682,1
51.06037610675189,4.3727539222678855,63.02900823863296,30.03972859340371,228.18274454410871,0.7865581302074289,0.5402755596003666,90.14565521353387,23.118929501069122,9,27.85477468504645,7.818596734861338,0
65.20032596245098,8.440673150133042,90.81955262608147,86.04789981827678,348.2242108762663,0.20772988863842015,0.24188289665304427,49.55354826265692,19.320078019490033,3,20.143979892038818,4.048169717903874,1
60.632458919332855,1.495964585158236,59.03935788668761,13.846956678996873,419.791276543862,0.16770150081883034,0.7234436284248684,48.77249933486397,17.14813782861806,1,34.95613435533882,24.609527796776838,1
41.36440876457007,13.829334451991253,67.42616967243595,27.154666696809848,480.0694310890818,3.126231317450835,0.8386904990258185,52.675417022013306,24.756814738959896,0,39.14939527429779,14.072342255990103,1
46.67452914797377,2.1115568665682,31.413644615903305,73.92398886349818,304.69911923826925,0.4332619206959814,0.7340679042648791,71.46554262081023,15.008190925048467,7,32.446077879006666,3.7214525516295143,0
10.476011492904204,3.3734520859561092,41.10186040866296,70.29712407634058,265.8250868156941,3.588919786263766,0.4962553422759841,66.7851247094118,8.095552210370538,7,31.383293927245354,20.895537377099405,0
93.34485477945125,8.372012371923224,74.91805555823598,34.58809396658063,13.757501944968414,1.983769581092714,0.8905488996273816,28.9409706825854,18.621164904002644,6,36.44936589176815,23.63547449392036,1
38.655422719012506,11.461395003194724,80.1883830744714,15.272114404986564,40.68903922933907,2.044572696361791,0.22391751854794756,15.431104630944182,28.711878965934183,2,18.406727915887434,22.03200057265037,1
57.27985348698783,9.290269589044485,70.78206557491495,82.93663613912022,82.27197383051313,5.0476390127707464,0.334304725509108,90.6866010344271,18.034780900326172,2,22.429710144129487,4.965483397718456,1
33.82795794085263,3.4820086920023425,40.031702539292745,36.66429923594172,32.1061659388659,0.8902415376242699,0.540585716727073,32.19092957736486,18.88858347118292,9,24.410362829315034,1.3171991065827504,0
44.7856025971945,0.014145637912355014,61.17838000044844,26.635640268902545,203.42730320843862,7.274008973819964,0.15520473899132678,64.2807181987003,28.042520437789925,7,30.97517202557108,9.282492041935997,1
36.50272130545014,11.357258704611588,54.85663364542329,53.865254900683055,171.75487984374172,4.361739099778183,0.18611720340989257,80.4172302332164,15.458253009232347,7,44.28080779583571,8.871125513080722,1
31.0753496198128,14.778109888666405,64.69629408245618,87.36931193900803,320.49030814485445,12.322264046268979,0.45769903455013494,35.52352379651083,29.890723851443774,1,40.8903732099812,10.147977427955942,1
97.19797360232958,12.148696804591356,90.92303241878659,13.701459116686905,270.15422842703435,2.2693968631028754,0.9494976670610986,64.01184016083894,4.789861305992264,0,22.411353044711497,19.974516321074518,1
77.56485429647236,6.90309927234923,84.31030070610564,75.09334748262546,300.00552589699055,20.289578733315338,0.9175723239493002,19.171520497684117,16.111195290369608,0,21.989539620210582,0.24116376323568,0
79.41620821722495,13.556508920986598,35.879265097241124,58.66022437479026,238.62871545413878,4.28807706373659,0.51937737245057,92.44417277193116,6.387025230431443,0,28.069443460030804,16.870336535412676,1
60.55211443282823,6.147715096775251,92.3216438442195,46.16317490690444,142.4798885343573,18.134588033917378,0.22794269005965706,14.9434533793032,13.599791050220778,2,44.23942778966827,24.62885078359814,1
44.58866162743975,7.874011263652013,63.02370058048765,73.2468377489301,476.6485308985061,0.137167679446714,0.26029689036259207,47.244847276482986,5.117217285053043,0,19.57361417768302,9.97882991525379,1
96.65125645703822,7.156946510935248,82.07035014201989,92.09507607753875,47.77253408126879,6.509330832601555,0.43979144914821455,55.62963557510198,6.675863145774183,7,43.70829091360046,12.126435922079173,1
24.202227720504958,6.714358089982874,39.80274618850465,29.482527948828736,469.75104473532707,8.48101544301555,0.28906677557810323,77.19095118638594,6.324001488967905,7,20.7125729984197,15.69937807689938,0
19.291073963347117,11.627861539408586,76.95036679949337,22.21002603113017,159.06283319804365,0.27319593707344253,0.17467803495134004,20.295923951155807,9.600940170720238,8,41.59306733436172,7.139598444042939,1
29.065608336692836,7.90153360904238,46.54282123266206,87.59494834392925,258.7674154568122,4.325251954635984,0.7063997351679974,47.468677777690004,4.038151035565093,3,39.90860797648186,17.962926805947834,1
27.188418940687168,4.750756830378241,60.6866627998652,66.8610115838708,58.876949799635334,8.095984221159751,0.6233037740134254,35.47548341119345,24.280265249250483,7,41.46962057144982,5.0749243759507925,1
58.94664180118712,3.872372514877175,31.18040090574731,47.22881183276711,40.11087884364959,4.116720410755725,0.3621670821802766,36.520910833933904,6.620267918766406,6,41.752912222670055,1.6198001913238114,1
54.04626806039924,0.5662097545115008,40.61274465513332,58.72706347246406,217.62499711570842,0.32970333391831863,0.8010535442970738,76.19697286554633,12.497069854301252,3,21.544085288007466,20.033220907017853,0
69.23253762962813,8.74792742824569,36.445634518653385,73.37718193998074,372.1402013079407,5.911827021595597,0.798353998935251,10.464180327705817,0.4817141469007291,0,38.36105135380636,4.4129647630526705,1
27.42487468915968,3.449421231015513,46.78209210567809,75.70771138998596,138.33556488653173,0.3125531051789947,0.5419017731914857,73.67210951355713,3.146446298453464,2,35.46214831944346,18.287338941775623,1
45.10169170118819,2.2220088302457466,37.00126630170256,88.19100536961199,283.3622050229834,8.504173411082258,0.18687929996070451,78.88386656046403,26.888157012397546,7,41.3676384830209,21.782692208610403,1
21.395824254346984,9.807449457415165,78.43370186336934,46.28163705612793,142.93191855879508,0.2199380370043763,0.9266224600912218,86.61579072657587,25.114806115213362,7,29.709393974265495,1.1443665758486015,1
27.535903997698284,10.218138867323233,32.032793154645354,34.93992735164858,197.36346514205522,0.7390057930765335,0.7017944711868741,63.284953274591096,25.22767357365584,1,27.40360364591764,17.66739549278431,0
57.32825960788496,11.28232338386499,73.24183504374986,64.37146267713656,453.69092764454325,1.608660179308443,0.32234573723675586,38.3437029031405,12.340602517645712,6,36.78667920170504,16.15588958453415,1
47.96369097541046,7.553653445078872,39.849548157790196,45.33687143876008,428.6406146199852,5.016939548097367,0.649409092330804,46.31495226665401,4.245923965549926,0,23.095309591990627,15.596986611663159,0
108.95380985331711,13.4108190780583,96.16130200245279,60.54086858566313,260.42868399172676,18.72388500253667,0.46451934624486724,92.42756699443149,3.2368356448294833,3,39.60164745654623,7.383956350521014,1
64.62783819195523,14.045141300973418,95.3165851176898,45.69879286875577,122.86228559867898,0.6268119788639477,0.6718146757623621,84.90088024704744,18.168081744021464,6,23.57938640537986,1.140740344490293,1
42.57166506597845,12.110564096887341,45.785217176467384,23.004641867644832,100.6260368028463,0.7698815455680984,0.5264838061579188,49.39970227345257,24.845797647258888,3,16.296402657077877,2.4621523162666525,1
24.38933488560045,9.53390223012281,73.00949087561207,49.90127389101146,477.27323975267853,2.3012202201522878,0.5369249352157601,90.1603556044284,27.00343446420729,3,31.5443569637006,6.82286617588268,0
46.51757094528923,4.55581430386783,31.96037236307209,68.72801486498778,105.34471527279032,9.04612975251052,0.7622938827166233,79.95116440954901,8.661949516806796,6,40.07920658102431,10.154711283612466,0
79.30046718607122,14.744173824303317,95.22519801358219,77.93912365175024,405.0433139017069,3.1483362797289374,0.6523531714575782,86.59263824108255,9.630797095003608,0,35.71407808995106,22.9524172162428,1
58.54209428850487,4.112042507879075,66.60911157341968,51.93273352770648,187.64025372009095,1.940169100018084,0.17195742211980308,68.05306493895328,3.0262997058427397,4,44.678766951377085,17.101886404979368,1
67.58967536703841,3.039853829856466,33.02562059924453,24.045220667884077,492.901624541328,4.118601420015558,0.1588362134016733,82.90059369426957,23.23229367804036,5,19.221863117321227,0.6529562793562427,0
13.753720773220275,6.632311706798742,53.97499951056962,45.248455320201685,187.23709147958,1.509061832091498,0.37450831374705273,85.80012201341769,8.270708133634166,6,25.33699119084309,22.992853094017978,1
35.272221065746,0.8526085606858269,35.379462330286394,76.83498395154434,179.00072933080943,2.563803367568,0.48722139688487165,17.82140968595707,14.427884086902889,6,26.39829019997915,18.00874968552688,1
24.536227213027335,14.677416970076862,57.50611075613519,45.093038002451195,320.5444962944234,2.0218671402789625,0.3477003032613575,92.04344301615598,27.866919135864972,6,16.74448697660975,12.314336618292696,1
53.458031391554755,8.826503346246373,76.89484395129261,69.20511745635889,480.95081928027554,8.151801904165163,0.6863138722629262,38.35711339494538,22.56647190974811,1,16.290139625557675,11.575383197314856,1
29.715547470182713,8.354281374962628,62.892293562900775,53.11316294263763,488.2237548692343,12.901962169957429,0.27559713855305973,47.391458314585215,1.5821368886721532,5,15.883352729853069,23.329579032509166,1
51.91909601222125,9.836944198495798,56.86055223036181,30.50396563429872,355.0670425011577,7.126677048932779,0.7337269867565528,77.3118195313893,0.24463783378289028,8,27.266381670470665,13.750204061223856,1
13.632699255449083,7.4553547166581,38.34099318783254,77.67279318196131,378.53015098999504,2.890916807190697,0.7958356677000371,66.5161859736623,23.622237776412238,6,40.342826745721915,12.569408367134152,0
19.06012233519037,0.48095275641812374,47.145733198555945,17.158143596008397,283.8840771066487,3.5092746913511714,0.21188737683608552,85.91009255706487,16.575007109360868,6,36.289305923502006,19.365612370284847,0
35.07842789211024,9.184669332605951,37.01003014168458,54.6156740341878,379.1089908705043,0.6680780890250216,0.6857256190266892,44.048768816025635,21.610032280881025,1,28.40290232478873,14.827893107497884,1
71.13425116706917,10.74260815434646,86.52491121596626,27.75573791068942,430.5909292103958,6.869155972888441,0.9652923783101027,41.72949391247348,4.704459654798406,6,22.920509432941763,6.221519615096402,1
28.469559902099896,6.251235909360798,39.46678795893058,15.70057842601693,245.61717508153652,4.537592594873258,0.27354143553701205,12.693552211012172,26.161435499118603,8,15.467101132947306,24.971976974830394,1
83.39669379195067,11.359433581067893,71.67613565842254,52.74938465207615,311.831820100901,11.636438330213728,0.918372548004539,49.331657016920936,23.19974937043386,2,20.261394149633418,7.0194898194008175,1
21.937175476436412,3.405019490076309,53.99182895121921,52.462783254468505,270.97176414035863,1.1195388636297998,0.6454431543466149,71.54601547797424,26.72516742163841,1,26.61567130592917,17.07816213838347,0
5.00736238166847,3.3191488659927604,45.81848692586284,70.08657664243627,283.42295369669523,7.129879238262946,0.6318503805985407,35.60019099822837,10.232882479724125,5,26.113719942223252,12.243397959860172,1
33.86535621602585,2.4212548153136093,74.76279076444726,73.30380890941191,445.5737153876007,5.770704196354722,0.14673041408878046,49.33175366227652,8.27115585849739,1,22.780837851877127,3.045847328895235,0
77.46802423734367,5.5799213968374275,61.990161656385844,71.86227653889623,181.03033095175726,1.5451791405352782,0.7734702505477584,28.648810321248632,4.551943197717807,0,44.91387738168835,23.974472039805153,1
26.495811553548798,12.705180530836254,58.010182709919135,44.81249229792418,108.05109267230898,5.50375245809052,0.5304457473832523,75.68696349907415,27.90265523840991,9,28.42140695606544,8.393250180255585,0
39.10481738864871,12.418680932235965,71.4996403424555,63.693631914257814,230.85865458544643,12.909734744989596,0.7490569526516206,15.143482713997503,5.304876106735222,3,23.0349602260793,16.425424888728234,1
38.91536264490256,5.742363119452557,64.38873399430005,59.040345624736624,108.00216928822626,12.531835698123448,0.8282629931019454,69.95755967504235,3.5795170113451515,8,27.211955759291737,18.442676712855707,0
